지점,시간,평균기온(°C),평균풍속(m/s),평균운량,일조시간합,전천일사합,위도,경도
진주(192),7,26.6,1.1,,242.3,616.53,35.1638,128.04
진주(192),8,27.0,1.3,5.9,215.2,530.28,35.1638,128.04
진주(192),9,20.6,0.8,6.7,135.6,376.48,35.1638,128.04
진주(192),10,13.2,0.8,3.9,223.8,414.24,35.1638,128.04
진주(192),11,7.8,0.6,4.0,181.3,293.14,35.1638,128.04
진주(192),12,2.6,1.1,4.6,181.4,281.93,35.1638,128.04
강화(201),1,-5.0,1.6,,187.5,,37.7074,126.4463
강화(201),2,-2.6,2.2,,200.4,,37.7074,126.4463
강화(201),3,6.1,2.6,,184.4,,37.7074,126.4463
강화(201),4,11.0,2.9,,198.4,,37.7074,126.4463
강화(201),5,16.2,2.2,,195.0,,37.7074,126.4463
강화(201),6,20.5,1.9,,193.8,,37.7074,126.4463
강화(201),7,25.5,1.9,,216.5,,37.7074,126.4463
강화(201),8,26.7,2.2,5.3,227.3,,37.7074,126.4463
강화(201),9,20.0,1.9,4.7,211.9,,37.7074,126.4463
강화(201),10,12.1,1.7,3.6,236.6,,37.7074,126.4463
강화(201),11,6.7,1.3,4.3,176.7,,37.7074,126.4463
강화(201),12,-1.5,1.6,3.9,203.7,,37.7074,126.4463
양평(202),1,-4.7,1.7,,189.8,,37.4886,127.4945
양평(202),2,-2.5,1.7,,191.5,,37.4886,127.4945
양평(202),3,7.8,1.7,,195.6,,37.4886,127.4945
양평(202),4,12.9,2.0,,198.8,,37.4886,127.4945
양평(202),5,17.7,1.7,,198.9,,37.4886,127.4945
양평(202),6,23.0,1.6,,218.7,,37.4886,127.4945
양평(202),7,27.2,1.3,,226.7,,37.4886,127.4945
양평(202),8,27.8,1.5,5.8,193.8,,37.4886,127.4945
양평(202),9,20.1,1.4,5.3,182.5,,37.4886,127.4945
양평(202),10,11.3,1.3,4.5,184.5,,37.4886,127.4945
양평(202),11,6.2,1.0,4.5,151.0,,37.4886,127.4945
양평(202),12,-1.7,1.5,4.0,188.0,,37.4886,127.4945
이천(203),1,-4.5,1.6,,195.9,,37.264,127.4842
이천(203),2,-2.5,1.7,,198.0,,37.264,127.4842
이천(203),3,7.2,1.9,,205.9,,37.264,127.4842
이천(203),4,12.2,2.0,,215.8,,37.264,127.4842
이천(203),5,17.2,1.6,,214.2,,37.264,127.4842
이천(203),6,22.4,1.5,,244.8,,37.264,127.4842
이천(203),7,26.8,1.2,,256.9,,37.264,127.4842
이천(203),8,27.1,1.4,5.9,224.9,,37.264,127.4842
이천(203),9,19.6,1.1,5.2,190.9,,37.264,127.4842
이천(203),10,11.0,1.1,4.6,197.6,,37.264,127.4842
이천(203),11,5.9,0.9,4.2,162.5,,37.264,127.4842
이천(203),12,-1.9,1.2,4.0,195.5,,37.264,127.4842
인제(211),1,-6.0,1.7,,168.4,,38.0599,128.1671
인제(211),2,-4.0,1.9,,188.1,,38.0599,128.1671
인제(211),3,6.2,2.4,,181.1,,38.0599,128.1671
인제(211),4,10.9,2.3,,196.9,,38.0599,128.1671
인제(211),5,15.6,2.1,,214.8,,38.0599,128.1671
인제(211),6,20.9,1.7,,223.1,,38.0599,128.1671
인제(211),7,24.0,1.8,,215.7,,38.0599,128.1671
인제(211),8,24.9,1.9,6.5,204.4,,38.0599,128.1671
인제(211),9,17.6,1.7,5.6,183.2,,38.0599,128.1671
인제(211),10,9.5,1.4,4.9,181.5,,38.0599,128.1671
인제(211),11,5.1,1.4,4.6,142.2,,38.0599,128.1671
인제(211),12,-3.4,1.3,3.6,173.6,,38.0599,128.1671
홍천(212),1,-6.1,1.0,,193.4,,37.6836,127.8804
홍천(212),2,-3.6,1.2,,199.2,,37.6836,127.8804
홍천(212),3,6.8,1.4,,208.1,,37.6836,127.8804
홍천(212),4,12.0,1.5,,216.7,,37.6836,127.8804
홍천(212),5,17.1,1.4,,242.7,,37.6836,127.8804
홍천(212),6,22.6,1.5,,255.7,,37.6836,127.8804
홍천(212),7,26.6,1.4,,252.5,,37.6836,127.8804
홍천(212),8,27.2,1.4,6.2,234.4,,37.6836,127.8804
홍천(212),9,19.2,1.1,5.2,200.3,,37.6836,127.8804
홍천(212),10,10.2,1.0,4.9,192.7,,37.6836,127.8804
홍천(212),11,5.2,0.8,4.8,141.0,,37.6836,127.8804
홍천(212),12,-3.0,0.9,3.9,176.7,,37.6836,127.8804
,1,,,,,,,
,2,,,,,,,
,3,,,,,,,
,4,,,,,,,
,5,,,,,,,
,6,,,,,,,
,7,,,,,,,
,8,,,,,,,
,9,,,,,,,
,10,,,,,,,
,11,,,,,,,
,12,,,,,,,
태백(216),1,-6.1,1.6,,167.4,,37.1703,128.9893
태백(216),2,-4.4,1.7,,183.9,,37.1703,128.9893
태백(216),3,4.3,1.9,,182.7,,37.1703,128.9893
태백(216),4,10.1,1.9,,212.3,,37.1703,128.9893
태백(216),5,14.6,1.9,,198.0,,37.1703,128.9893
태백(216),6,19.2,1.5,,179.8,,37.1703,128.9893
태백(216),7,23.5,1.5,,189.8,,37.1703,128.9893
태백(216),8,23.2,1.5,6.9,142.8,,37.1703,128.9893
태백(216),9,15.9,1.3,6.9,118.0,,37.1703,128.9893
태백(216),10,9.0,1.5,4.4,181.0,,37.1703,128.9893
태백(216),11,4.7,1.1,4.1,141.4,,37.1703,128.9893
태백(216),12,-2.6,1.3,4.0,167.5,,37.1703,128.9893
정선군(217),1,-5.2,2.2,,159.7,,37.3813,128.6461
정선군(217),2,-3.3,2.4,,169.6,,37.3813,128.6461
정선군(217),3,5.9,2.2,,178.8,,37.3813,128.6461
정선군(217),4,11.4,2.1,,207.9,,37.3813,128.6461
정선군(217),5,16.1,1.8,,179.2,,37.3813,128.6461
정선군(217),6,20.9,1.6,,192.3,,37.3813,128.6461
정선군(217),7,24.9,1.3,,178.2,,37.3813,128.6461
정선군(217),8,25.3,1.4,6.8,132.6,,37.3813,128.6461
정선군(217),9,17.9,1.3,6.6,102.9,,37.3813,128.6461
정선군(217),10,10.1,1.7,5.3,118.2,,37.3813,128.6461
정선군(217),11,5.1,1.2,4.5,120.9,,37.3813,128.6461
정선군(217),12,-2.3,1.7,3.8,149.3,,37.3813,128.6461
제천(221),1,-6.0,1.6,,190.4,,37.1593,128.1943
제천(221),2,-4.0,1.9,,197.7,,37.1593,128.1943
제천(221),3,5.7,2.0,,205.0,,37.1593,128.1943
제천(221),4,11.4,2.3,,218.1,,37.1593,128.1943
제천(221),5,16.4,1.8,,204.6,,37.1593,128.1943
제천(221),6,21.4,1.7,,216.7,,37.1593,128.1943
제천(221),7,25.8,1.6,,240.9,,37.1593,128.1943
제천(221),8,25.9,1.5,6.4,174.3,,37.1593,128.1943
제천(221),9,18.0,1.4,5.9,152.8,,37.1593,128.1943
제천(221),10,9.7,1.4,4.9,188.7,,37.1593,128.1943
제천(221),11,4.4,1.0,4.1,160.3,,37.1593,128.1943
제천(221),12,-3.1,1.4,4.0,188.0,,37.1593,128.1943
보은(226),1,-4.3,1.6,,156.6,,36.4876,127.7341
보은(226),2,-2.4,1.6,,188.3,,36.4876,127.7341
보은(226),3,7.1,1.4,,187.0,,36.4876,127.7341
보은(226),4,12.5,1.7,,216.4,,36.4876,127.7341
보은(226),5,17.6,1.4,,200.1,,36.4876,127.7341
보은(226),6,21.9,1.3,,206.1,,36.4876,127.7341
보은(226),7,26.3,1.1,,232.2,,36.4876,127.7341
보은(226),8,26.9,1.3,6.2,196.2,,36.4876,127.7341
보은(226),9,19.2,1.0,5.9,171.9,,36.4876,127.7341
보은(226),10,10.7,0.9,4.8,187.2,,36.4876,127.7341
보은(226),11,5.7,0.7,4.3,152.2,,36.4876,127.7341
보은(226),12,-1.5,1.2,4.4,163.3,,36.4876,127.7341
천안(232),1,-4.2,1.4,,166.2,,36.7624,127.2927
천안(232),2,-2.0,1.6,,187.2,,36.7624,127.2927
천안(232),3,7.4,1.9,,192.5,,36.7624,127.2927
천안(232),4,12.4,2.1,,209.2,,36.7624,127.2927
천안(232),5,17.5,1.8,,207.3,,36.7624,127.2927
천안(232),6,21.9,1.6,,219.3,,36.7624,127.2927
천안(232),7,26.3,1.5,,252.7,,36.7624,127.2927
천안(232),8,27.2,1.7,5.9,215.8,,36.7624,127.2927
천안(232),9,19.3,1.6,5.4,194.7,,36.7624,127.2927
천안(232),10,11.1,1.3,4.2,203.5,,36.7624,127.2927
천안(232),11,6.2,0.9,3.9,164.1,,36.7624,127.2927
천안(232),12,-1.2,1.2,4.3,183.9,,36.7624,127.2927
보령(235),1,-1.9,1.5,,169.0,,36.3272,126.5574
보령(235),2,-0.5,1.8,,189.0,,36.3272,126.5574
보령(235),3,7.3,1.9,,185.8,,36.3272,126.5574
보령(235),4,12.1,1.9,,207.1,,36.3272,126.5574
보령(235),5,17.2,1.7,,190.9,,36.3272,126.5574
보령(235),6,21.4,1.2,,194.5,,36.3272,126.5574
보령(235),7,26.7,1.4,,223.6,,36.3272,126.5574
보령(235),8,27.6,1.4,5.5,178.8,,36.3272,126.5574
보령(235),9,21.2,1.3,5.3,177.7,,36.3272,126.5574
보령(235),10,13.7,1.3,4.2,220.4,,36.3272,126.5574
보령(235),11,8.8,1.2,4.2,175.5,,36.3272,126.5574
보령(235),12,1.8,1.8,5.8,177.6,,36.3272,126.5574
부여(236),1,-2.9,1.2,,170.4,,36.2724,126.9208
부여(236),2,-0.9,1.5,,184.9,,36.2724,126.9208
부여(236),3,7.8,1.4,,183.1,,36.2724,126.9208
부여(236),4,12.6,1.7,,216.6,,36.2724,126.9208
부여(236),5,18.2,1.6,,201.8,,36.2724,126.9208
부여(236),6,22.5,1.3,,206.8,,36.2724,126.9208
부여(236),7,27.4,1.3,,249.3,,36.2724,126.9208
부여(236),8,27.9,1.5,5.8,205.5,,36.2724,126.9208
부여(236),9,20.4,1.4,5.1,183.1,,36.2724,126.9208
부여(236),10,12.0,1.1,4.1,202.8,,36.2724,126.9208
부여(236),11,6.9,0.8,4.2,162.9,,36.2724,126.9208
부여(236),12,0.1,1.3,5.0,176.8,,36.2724,126.9208
금산(238),1,-3.9,1.2,,174.7,,36.1027,127.4817
금산(238),2,-1.8,1.4,,184.4,,36.1027,127.4817
금산(238),3,7.2,1.4,,194.4,,36.1027,127.4817
금산(238),4,12.5,1.6,,217.1,,36.1027,127.4817
금산(238),5,17.9,1.6,,209.8,,36.1027,127.4817
금산(238),6,22.2,1.4,,211.6,,36.1027,127.4817
금산(238),7,26.8,1.3,,227.0,,36.1027,127.4817
금산(238),8,27.2,1.5,6.0,193.2,,36.1027,127.4817
금산(238),9,19.5,1.1,5.7,155.3,,36.1027,127.4817
금산(238),10,11.0,1.1,4.9,172.3,,36.1027,127.4817
금산(238),11,5.8,0.8,4.5,151.2,,36.1027,127.4817
금산(238),12,-0.9,1.0,4.6,174.5,,36.1027,127.4817
부안(243),1,-1.7,1.5,,148.1,,35.7295,126.7166
부안(243),2,-0.2,1.9,,165.5,,35.7295,126.7166
부안(243),3,7.8,2.0,,194.4,,35.7295,126.7166
부안(243),4,12.9,2.2,,217.1,,35.7295,126.7166
부안(243),5,17.9,2.2,,184.6,,35.7295,126.7166
부안(243),6,22.4,1.8,,204.4,,35.7295,126.7166
부안(243),7,27.4,1.7,,261.1,,35.7295,126.7166
부안(243),8,28.2,1.8,5.8,233.9,,35.7295,126.7166
부안(243),9,21.3,1.4,5.7,179.3,,35.7295,126.7166
부안(243),10,13.6,1.4,4.5,215.7,,35.7295,126.7166
부안(243),11,8.7,1.1,4.7,186.3,,35.7295,126.7166
부안(243),12,1.8,1.4,6.4,157.8,,35.7295,126.7166
임실(244),1,-3.7,1.1,,153.6,,35.611999999999995,127.2856
임실(244),2,-1.8,1.3,,166.5,,35.611999999999995,127.2856
임실(244),3,7.3,1.3,,194.8,,35.611999999999995,127.2856
임실(244),4,12.4,1.4,,202.4,,35.611999999999995,127.2856
임실(244),5,17.3,1.4,,193.7,,35.611999999999995,127.2856
임실(244),6,21.8,1.1,,199.9,,35.611999999999995,127.2856
임실(244),7,26.6,1.0,,222.5,,35.611999999999995,127.2856
임실(244),8,26.7,1.1,5.9,214.3,,35.611999999999995,127.2856
임실(244),9,19.5,1.1,6.0,149.5,,35.611999999999995,127.2856
임실(244),10,11.2,1.1,4.7,198.9,,35.611999999999995,127.2856
임실(244),11,6.4,0.9,4.3,159.1,,35.611999999999995,127.2856
임실(244),12,-0.1,1.2,5.0,150.4,,35.611999999999995,127.2856
정읍(245),1,-2.1,1.4,,163.9,,35.5631,126.8392
정읍(245),2,-0.5,1.8,,177.5,,35.5631,126.8392
정읍(245),3,8.2,1.6,,203.5,,35.5631,126.8392
정읍(245),4,13.4,1.9,,219.2,,35.5631,126.8392
정읍(245),5,18.1,1.9,,201.0,,35.5631,126.8392
정읍(245),6,22.3,1.5,,206.2,,35.5631,126.8392
정읍(245),7,27.0,1.3,,257.1,,35.5631,126.8392
정읍(245),8,27.9,1.8,5.9,224.6,,35.5631,126.8392
정읍(245),9,20.7,1.4,5.7,175.4,,35.5631,126.8392
정읍(245),10,12.9,1.4,4.5,217.7,,35.5631,126.8392
정읍(245),11,8.3,1.1,4.2,191.7,,35.5631,126.8392
정읍(245),12,1.5,1.8,5.9,153.7,,35.5631,126.8392
남원(247),1,-2.5,1.2,,174.5,,35.4213,127.3965
남원(247),2,-0.5,1.5,,180.3,,35.4213,127.3965
남원(247),3,8.4,2.0,,208.5,,35.4213,127.3965
남원(247),4,13.4,2.0,,214.7,,35.4213,127.3965
남원(247),5,18.5,2.1,,206.7,,35.4213,127.3965
남원(247),6,22.7,1.7,,215.0,,35.4213,127.3965
남원(247),7,27.4,1.8,,244.8,,35.4213,127.3965
남원(247),8,27.3,1.9,6.0,234.0,,35.4213,127.3965
남원(247),9,20.7,2.0,6.4,159.9,,35.4213,127.3965
남원(247),10,12.5,1.5,4.6,223.1,,35.4213,127.3965
남원(247),11,7.4,1.1,4.5,184.0,,35.4213,127.3965
남원(247),12,1.0,1.2,5.2,172.6,,35.4213,127.3965
장수(248),1,-3.9,1.9,,162.8,,35.657,127.5203
장수(248),2,-2.4,2.0,,173.8,,35.657,127.5203
장수(248),3,6.4,1.8,,198.2,,35.657,127.5203
장수(248),4,11.7,2.1,,213.1,,35.657,127.5203
장수(248),5,16.9,2.1,,201.3,,35.657,127.5203
장수(248),6,20.7,1.5,,199.0,,35.657,127.5203
장수(248),7,25.4,1.4,,205.0,,35.657,127.5203
장수(248),8,25.4,1.7,6.0,191.6,,35.657,127.5203
장수(248),9,18.1,1.3,6.3,131.7,,35.657,127.5203
장수(248),10,10.2,1.6,5.0,189.7,,35.657,127.5203
장수(248),11,5.3,1.0,4.4,167.8,,35.657,127.5203
장수(248),12,-0.8,1.7,4.9,160.7,,35.657,127.5203
고창군(251),1,-1.9,1.7,,125.2,133.33,35.4266,126.697
고창군(251),2,-0.4,1.7,,123.1,151.91,35.4266,126.697
고창군(251),3,8.1,1.8,,161.1,230.71,35.4266,126.697
고창군(251),4,13.0,2.0,,169.3,271.16,35.4266,126.697
고창군(251),5,17.6,2.2,,183.6,336.47,35.4266,126.697
고창군(251),6,21.7,2.6,,201.5,360.35,35.4266,126.697
고창군(251),7,26.6,2.6,,250.3,393.1,35.4266,126.697
고창군(251),8,27.3,2.8,5.9,221.4,341.94,35.4266,126.697
고창군(251),9,20.4,2.4,5.9,174.4,274.33,35.4266,126.697
고창군(251),10,12.7,1.6,4.3,221.1,249.84,35.4266,126.697
고창군(251),11,7.6,1.3,4.1,192.0,182.72,35.4266,126.697
고창군(251),12,1.3,1.8,6.1,153.8,149.16,35.4266,126.697
영광군(252),1,-2.2,2.2,,164.4,268.64,35.2837,126.4778
영광군(252),2,-0.5,2.6,,162.2,312.77,35.2837,126.4778
영광군(252),3,7.7,2.1,,214.4,482.26,35.2837,126.4778
영광군(252),4,12.7,2.6,,229.6,582.69,35.2837,126.4778
영광군(252),5,17.7,2.3,,197.3,568.03,35.2837,126.4778
영광군(252),6,22.1,2.0,,222.4,621.39,35.2837,126.4778
영광군(252),7,27.2,1.9,,287.3,694.71,35.2837,126.4778
영광군(252),8,28.2,2.2,5.7,260.6,593.0,35.2837,126.4778
영광군(252),9,21.2,1.7,6.2,198.0,469.91,35.2837,126.4778
영광군(252),10,13.5,2.1,4.6,245.0,450.55,35.2837,126.4778
영광군(252),11,8.2,1.5,4.5,210.2,319.99,35.2837,126.4778
영광군(252),12,1.5,2.2,7.1,157.3,227.47,35.2837,126.4778
김해시(253),1,0.2,2.6,,218.1,236.4,35.2267,128.893
김해시(253),2,3.9,2.7,,216.8,274.57,35.2267,128.893
김해시(253),3,9.6,2.2,,215.2,349.76,35.2267,128.893
김해시(253),4,14.8,2.4,,246.2,477.61,35.2267,128.893
김해시(253),5,18.6,2.1,,207.6,469.78,35.2267,128.893
김해시(253),6,22.3,1.8,,207.9,473.64,35.2267,128.893
김해시(253),7,27.6,1.7,,264.0,541.8,35.2267,128.893
김해시(253),8,28.2,2.1,5.9,275.2,462.0,35.2267,128.893
김해시(253),9,21.7,1.6,7.1,128.3,295.84,35.2267,128.893
김해시(253),10,15.7,2.1,4.0,210.1,330.27,35.2267,128.893
김해시(253),11,11.0,1.8,3.9,195.9,263.82,35.2267,128.893
김해시(253),12,4.1,2.5,4.6,182.6,229.79,35.2267,128.893
순창군(254),1,-2.4,1.5,,183.3,200.47,35.3714,127.1286
순창군(254),2,-0.7,1.7,,193.9,226.86,35.3714,127.1286
순창군(254),3,8.3,1.6,,214.3,320.25,35.3714,127.1286
순창군(254),4,13.2,1.7,,225.1,358.97,35.3714,127.1286
순창군(254),5,18.1,1.6,,226.1,390.48,35.3714,127.1286
순창군(254),6,22.5,1.4,,248.1,415.62,35.3714,127.1286
순창군(254),7,27.3,1.2,,275.7,432.87,35.3714,127.1286
순창군(254),8,27.4,1.5,5.9,242.7,384.86,35.3714,127.1286
순창군(254),9,20.2,1.1,6.2,168.1,296.28,35.3714,127.1286
순창군(254),10,12.1,1.3,4.9,211.0,281.45,35.3714,127.1286
순창군(254),11,7.1,0.9,4.5,165.1,206.09,35.3714,127.1286
순창군(254),12,1.0,1.6,5.1,170.0,192.39,35.3714,127.1286
북창원(255),1,0.3,1.7,,200.3,216.63,35.2264,128.6725
북창원(255),2,2.8,1.7,,204.5,255.52,35.2264,128.6725
북창원(255),3,9.4,1.7,,207.8,323.27,35.2264,128.6725
북창원(255),4,14.5,1.6,,224.5,370.17,35.2264,128.6725
북창원(255),5,18.9,1.5,,193.6,379.22,35.2264,128.6725
북창원(255),6,22.5,1.2,,200.1,374.06,35.2264,128.6725
북창원(255),7,27.6,1.3,,243.6,378.11,35.2264,128.6725
북창원(255),8,27.7,1.5,5.8,203.9,322.23,35.2264,128.6725
북창원(255),9,21.3,1.3,7.0,115.5,211.8,35.2264,128.6725
북창원(255),10,14.9,1.3,4.0,216.8,261.43,35.2264,128.6725
북창원(255),11,9.9,1.0,4.1,177.7,190.8,35.2264,128.6725
북창원(255),12,3.5,1.6,4.7,172.0,167.0,35.2264,128.6725
,1,,,,,,,
,2,,,,,,,
,3,,,,,,,
,4,,,,,,,
,5,,,,,,,
,6,,,,,,,
,7,,,,,,,
,8,,,,,,,
,9,,,,,,,
,10,,,,,,,
,11,,,,,,,
,12,,,,,,,
양산시(257),1,0.8,2.0,,208.3,176.1,35.3072,129.02
양산시(257),2,2.9,2.2,,205.6,201.55,35.3072,129.02
양산시(257),3,9.4,3.0,,199.4,251.44,35.3072,129.02
양산시(257),4,14.7,3.0,,217.3,288.76,35.3072,129.02
양산시(257),5,18.8,2.7,,183.3,291.43,35.3072,129.02
양산시(257),6,22.6,2.3,,175.0,285.57,35.3072,129.02
양산시(257),7,27.9,2.5,,224.4,260.05,35.3072,129.02
양산시(257),8,28.3,2.5,6.0,183.5,220.88,35.3072,129.02
양산시(257),9,22.1,2.4,7.3,110.5,206.95,35.3072,129.02
양산시(257),10,15.5,1.8,4.1,215.1,259.48,35.3072,129.02
양산시(257),11,10.2,1.4,3.7,188.8,194.34,35.3072,129.02
양산시(257),12,4.4,1.8,4.5,171.7,168.36,35.3072,129.02
보성군(258),1,0.2,2.0,,195.7,204.67,34.7633,127.2123
보성군(258),2,1.8,2.1,,182.3,215.13,34.7633,127.2123
보성군(258),3,8.7,1.8,,209.1,289.97,34.7633,127.2123
보성군(258),4,13.6,1.8,,217.5,335.3,34.7633,127.2123
보성군(258),5,18.2,1.5,,198.9,348.86,34.7633,127.2123
보성군(258),6,22.7,1.5,,223.0,367.3,34.7633,127.2123
보성군(258),7,27.2,1.5,,268.1,411.65,34.7633,127.2123
보성군(258),8,27.7,1.7,6.1,230.4,352.16,34.7633,127.2123
보성군(258),9,21.1,,6.5,154.1,242.57,34.7633,127.2123
보성군(258),10,14.4,2.9,4.3,248.6,280.42,34.7633,127.2123
보성군(258),11,9.5,2.3,4.1,199.6,197.58,34.7633,127.2123
보성군(258),12,3.5,3.3,4.9,174.7,166.41,34.7633,127.2123
강진군(259),1,0.0,2.6,,174.7,316.94,34.6261,126.7689
강진군(259),2,1.6,2.7,,171.8,309.94,34.6261,126.7689
강진군(259),3,8.6,2.4,,199.7,354.66,34.6261,126.7689
강진군(259),4,13.7,2.8,,213.0,355.33,34.6261,126.7689
강진군(259),5,18.3,2.5,,189.6,330.28,34.6261,126.7689
강진군(259),6,22.6,2.3,,223.0,303.49,34.6261,126.7689
강진군(259),7,27.3,2.3,,253.6,300.93,34.6261,126.7689
강진군(259),8,27.8,2.9,6.2,219.6,236.73,34.6261,126.7689
강진군(259),9,21.2,2.1,6.4,155.9,265.87,34.6261,126.7689
강진군(259),10,14.5,2.1,4.1,221.0,360.28,34.6261,126.7689
강진군(259),11,9.4,1.5,4.0,182.9,328.15,34.6261,126.7689
강진군(259),12,3.5,2.3,5.4,143.5,395.91,34.6261,126.7689
장흥(260),1,-0.3,2.0,,181.5,,34.6888,126.9195
장흥(260),2,1.3,2.0,,166.0,,34.6888,126.9195
장흥(260),3,8.6,1.7,,189.4,,34.6888,126.9195
장흥(260),4,13.5,2.0,,194.6,,34.6888,126.9195
장흥(260),5,18.1,1.8,,162.6,,34.6888,126.9195
장흥(260),6,22.2,1.7,,176.1,,34.6888,126.9195
장흥(260),7,26.9,1.7,,158.2,,34.6888,126.9195
장흥(260),8,27.6,2.2,6.2,205.7,,34.6888,126.9195
장흥(260),9,21.1,1.4,6.3,145.9,,34.6888,126.9195
장흥(260),10,13.9,1.6,4.3,227.3,,34.6888,126.9195
장흥(260),11,9.0,1.1,4.0,187.2,,34.6888,126.9195
장흥(260),12,3.5,2.1,5.0,157.8,,34.6888,126.9195
해남(261),1,-0.9,2.1,,163.6,,34.5538,126.5691
해남(261),2,0.3,2.3,,162.0,,34.5538,126.5691
해남(261),3,8.0,2.2,,192.5,,34.5538,126.5691
해남(261),4,13.0,2.8,,203.3,,34.5538,126.5691
해남(261),5,18.0,2.2,,158.2,,34.5538,126.5691
해남(261),6,21.7,2.0,,205.8,,34.5538,126.5691
해남(261),7,26.7,2.2,,262.1,,34.5538,126.5691
해남(261),8,27.5,2.6,5.9,214.3,,34.5538,126.5691
해남(261),9,20.7,1.9,6.4,154.0,,34.5538,126.5691
해남(261),10,13.3,1.9,4.6,227.7,,34.5538,126.5691
해남(261),11,7.9,1.0,4.2,196.5,,34.5538,126.5691
해남(261),12,2.3,1.6,6.4,148.8,,34.5538,126.5691
고흥(262),1,-0.1,1.7,,181.4,,34.6183,127.2757
고흥(262),2,1.5,1.7,,175.6,,34.6183,127.2757
고흥(262),3,8.5,1.5,,205.0,,34.6183,127.2757
고흥(262),4,13.5,1.6,,209.3,,34.6183,127.2757
고흥(262),5,17.8,1.4,,177.9,,34.6183,127.2757
고흥(262),6,21.4,1.1,,208.7,,34.6183,127.2757
고흥(262),7,26.4,1.2,,242.5,,34.6183,127.2757
고흥(262),8,27.4,1.5,6.0,202.7,,34.6183,127.2757
고흥(262),9,21.0,1.0,6.6,143.0,,34.6183,127.2757
고흥(262),10,14.0,1.3,3.9,219.7,,34.6183,127.2757
고흥(262),11,8.7,0.7,4.1,181.6,,34.6183,127.2757
고흥(262),12,3.4,1.4,5.0,159.1,,34.6183,127.2757
의령군(263),1,-1.2,1.3,,201.4,324.33,35.3226,128.2881
의령군(263),2,1.1,1.6,,203.3,383.32,35.3226,128.2881
의령군(263),3,8.7,1.6,,203.6,472.43,35.3226,128.2881
의령군(263),4,14.0,1.7,,221.6,556.74,35.3226,128.2881
의령군(263),5,18.7,1.3,,179.3,566.81,35.3226,128.2881
의령군(263),6,22.8,1.0,,181.6,568.25,35.3226,128.2881
의령군(263),7,27.4,0.9,,222.1,621.56,35.3226,128.2881
의령군(263),8,27.0,1.1,6.0,198.0,556.97,35.3226,128.2881
의령군(263),9,20.6,0.7,6.9,124.0,393.06,35.3226,128.2881
의령군(263),10,13.0,0.9,4.1,211.8,430.06,35.3226,128.2881
의령군(263),11,7.4,0.7,4.3,163.4,299.02,35.3226,128.2881
의령군(263),12,2.0,1.0,4.5,164.8,271.54,35.3226,128.2881
함양군(264),1,-1.6,2.0,,181.9,309.96,35.5114,127.7454
함양군(264),2,0.0,1.8,,190.9,368.97,35.5114,127.7454
함양군(264),3,8.0,1.4,,215.1,495.47,35.5114,127.7454
함양군(264),4,13.3,1.7,,222.5,563.61,35.5114,127.7454
함양군(264),5,18.0,1.2,,193.7,596.7,35.5114,127.7454
함양군(264),6,22.5,0.9,,202.4,615.61,35.5114,127.7454
함양군(264),7,26.5,0.8,,218.8,624.47,35.5114,127.7454
함양군(264),8,26.2,0.9,6.1,187.2,534.35,35.5114,127.7454
함양군(264),9,19.4,0.7,6.7,137.2,416.23,35.5114,127.7454
함양군(264),10,11.9,1.1,4.4,201.7,424.57,35.5114,127.7454
함양군(264),11,6.6,0.6,4.4,165.5,296.65,35.5114,127.7454
함양군(264),12,1.6,1.5,5.2,163.6,271.95,35.5114,127.7454
,1,,,,,,,
,2,,,,,,,
,3,,,,,,,
,4,,,,,,,
,5,,,,,,,
,6,,,,,,,
,7,,,,,,,
,8,,,,,,,
,9,,,,,,,
,10,,,,,,,
,11,,,,,,,
,12,,,,,,,
광양시(266),1,0.7,2.3,,206.8,331.05,34.9434,127.6914
광양시(266),2,2.7,2.1,,192.6,377.06,34.9434,127.6914
광양시(266),3,9.6,2.4,,208.8,480.35,34.9434,127.6914
광양시(266),4,14.5,2.2,,217.2,554.68,34.9434,127.6914
광양시(266),5,18.7,1.8,,190.3,559.53,34.9434,127.6914
광양시(266),6,22.7,1.5,,211.1,596.52,34.9434,127.6914
광양시(266),7,27.8,1.5,,233.1,587.48,34.9434,127.6914
광양시(266),8,27.9,2.0,6.2,191.3,539.23,34.9434,127.6914
광양시(266),9,21.6,2.0,6.5,139.4,414.12,34.9434,127.6914
광양시(266),10,15.4,1.6,4.1,215.3,449.91,34.9434,127.6914
광양시(266),11,11.4,1.0,4.0,187.2,320.23,34.9434,127.6914
광양시(266),12,4.7,1.8,4.6,181.1,279.59,34.9434,127.6914
진도군(268),1,0.9,2.9,,117.1,,34.4731,126.2585
진도군(268),2,1.9,3.0,,160.5,,34.4731,126.2585
진도군(268),3,8.4,2.2,,148.4,,34.4731,126.2585
진도군(268),4,13.5,2.6,,210.0,,34.4731,126.2585
진도군(268),5,17.7,2.2,,159.8,,34.4731,126.2585
진도군(268),6,21.4,1.9,,206.9,,34.4731,126.2585
진도군(268),7,26.8,1.9,,261.5,,34.4731,126.2585
진도군(268),8,27.7,2.3,5.6,237.9,,34.4731,126.2585
진도군(268),9,21.6,1.8,6.3,159.6,,34.4731,126.2585
진도군(268),10,14.9,2.4,4.4,221.8,,34.4731,126.2585
진도군(268),11,9.8,1.8,4.2,194.5,,34.4731,126.2585
